,,,Restricted Area,Restricted Area,In The Paint (Non-RA),In The Paint (Non-RA),Mid-Range,Mid-Range,Left Corner 3,Left Corner 3,Right Corner 3,Right Corner 3,Above the Break 3,Above the Break 3,Corner 3,Corner 3,,,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3,Restricted Area,In The Paint (Non-RA),Mid-Range,Left Corner 3,Right Corner 3,Above the Break 3,Corner 3
PLAYER_ID,PLAYER,SEASON,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,TOTAL_FGM,TOTAL_FGA,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FG_PCT,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ,FREQ
1629673,Jordan Poole,2023-24,164,241,80,208,62,173,13,35,8,30,163,495,21,65,511.0,1247.0,0.68,0.38,0.36,0.37,0.27,0.33,0.32,0.19,0.17,0.14,0.03,0.02,0.4,0.05
1629673,Jordan Poole,2024-25,150,221,47,140,25,74,12,23,7,34,216,562,19,57,476.0,1111.0,0.68,0.34,0.34,0.52,0.21,0.38,0.33,0.2,0.13,0.07,0.02,0.03,0.51,0.05
1629674,Neemias Queta,2021-22,11,20,6,11,0,7,0,0,0,0,0,0,0,0,17.0,38.0,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.53,0.29,0.18,0.0,0.0,0.0,0.0
1629674,Neemias Queta,2022-23,6,8,0,1,0,0,0,0,0,0,0,0,0,0,6.0,9.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.11,0.0,0.0,0.0,0.0,0.0
1629674,Neemias Queta,2023-24,55,74,10,28,2,2,0,0,0,0,0,0,0,0,67.0,104.0,0.74,0.36,1.0,0.0,0.0,0.0,0.0,0.71,0.27,0.02,0.0,0.0,0.0,0.0
1629674,Neemias Queta,2024-25,103,145,26,51,3,4,0,0,0,1,0,1,0,1,132.0,203.0,0.71,0.51,0.75,0.0,0.0,0.0,0.0,0.71,0.25,0.02,0.0,0.0,0.0,0.0
1629675,Naz Reid,2019-20,58,98,10,45,0,3,5,9,2,6,25,82,7,15,107.0,258.0,0.59,0.22,0.0,0.56,0.33,0.3,0.47,0.38,0.17,0.01,0.03,0.02,0.32,0.06
1629675,Naz Reid,2020-21,187,276,55,122,1,9,8,25,5,15,48,133,13,40,317.0,620.0,0.68,0.45,0.11,0.32,0.33,0.36,0.32,0.45,0.2,0.01,0.04,0.02,0.21,0.06
1629675,Naz Reid,2021-22,148,225,28,83,0,2,9,20,10,19,38,127,19,39,252.0,515.0,0.66,0.34,0.0,0.45,0.53,0.3,0.49,0.44,0.16,0.0,0.04,0.04,0.25,0.08
1629675,Naz Reid,2022-23,182,238,50,114,3,8,4,22,6,18,65,177,10,40,320.0,617.0,0.76,0.44,0.38,0.18,0.33,0.37,0.25,0.39,0.18,0.01,0.04,0.03,0.29,0.06
1629675,Naz Reid,2023-24,155,244,75,180,7,19,25,60,23,56,121,290,48,116,454.0,965.0,0.64,0.42,0.37,0.42,0.41,0.42,0.41,0.25,0.19,0.02,0.06,0.06,0.3,0.12
1629675,Naz Reid,2024-25,147,223,92,210,12,28,25,63,17,48,133,349,42,111,468.0,1032.0,0.66,0.44,0.43,0.4,0.35,0.38,0.38,0.22,0.2,0.03,0.06,0.05,0.34,0.11
1629676,I. Roby,2019-20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1629676,I. Roby,2020-21,136,219,33,84,7,19,5,11,4,10,22,84,9,21,216.0,448.0,0.62,0.39,0.37,0.45,0.4,0.26,0.43,0.49,0.19,0.04,0.02,0.02,0.19,0.05
1629676,I. Roby,2021-22,91,134,24,75,7,15,8,18,5,9,31,72,13,27,179.0,350.0,0.68,0.32,0.47,0.44,0.56,0.43,0.48,0.38,0.21,0.04,0.05,0.03,0.21,0.08
1629676,I. Roby,2022-23,33,51,13,32,3,12,2,3,3,10,13,47,5,13,72.0,168.0,0.65,0.41,0.25,0.67,0.3,0.28,0.38,0.3,0.19,0.07,0.02,0.06,0.28,0.08
1629676,I. Roby,2023-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629680,Matisse Thybulle,2019-20,50,83,4,13,2,12,14,32,9,23,33,101,23,55,135.0,319.0,0.6,0.31,0.17,0.44,0.39,0.33,0.42,0.26,0.04,0.04,0.1,0.07,0.32,0.17
1629680,Matisse Thybulle,2020-21,49,74,9,23,1,3,8,38,7,24,28,81,15,62,117.0,305.0,0.66,0.39,0.33,0.21,0.29,0.35,0.24,0.24,0.08,0.01,0.12,0.08,0.27,0.2
1629680,Matisse Thybulle,2021-22,98,130,7,21,0,5,18,35,9,39,18,70,27,74,177.0,374.0,0.75,0.33,0.0,0.51,0.23,0.26,0.36,0.35,0.06,0.01,0.09,0.1,0.19,0.2
1629680,Matisse Thybulle,2022-23,47,79,7,23,2,3,14,39,14,39,26,69,28,78,138.0,330.0,0.59,0.3,0.67,0.36,0.36,0.38,0.36,0.24,0.07,0.01,0.12,0.12,0.21,0.24
1629680,Matisse Thybulle,2023-24,31,52,13,29,2,5,18,51,18,44,44,135,36,95,162.0,411.0,0.6,0.45,0.4,0.35,0.41,0.33,0.38,0.13,0.07,0.01,0.12,0.11,0.33,0.23
1629680,Matisse Thybulle,2024-25,13,19,8,19,0,2,5,14,6,12,10,22,11,26,53.0,114.0,0.68,0.42,0.0,0.36,0.5,0.45,0.42,0.17,0.17,0.02,0.12,0.11,0.19,0.23
1629683,Q. Weatherspoon,2019-20,3,7,1,3,0,2,0,0,0,1,1,3,0,1,5.0,17.0,0.43,0.33,0.0,0.0,0.0,0.33,0.0,0.41,0.18,0.12,0.0,0.06,0.18,0.06
1629683,Q. Weatherspoon,2020-21,12,18,1,3,2,8,0,0,0,0,1,6,0,0,16.0,35.0,0.67,0.33,0.25,0.0,0.0,0.17,0.0,0.51,0.09,0.23,0.0,0.0,0.17,0.0
1629683,Q. Weatherspoon,2021-22,9,12,2,4,0,0,0,0,0,1,1,4,0,1,12.0,22.0,0.75,0.5,0.0,0.0,0.0,0.25,0.0,0.55,0.18,0.0,0.0,0.05,0.18,0.05
1629683,Q. Weatherspoon,2023-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1629684,Grant Williams,2019-20,45,68,14,30,4,17,9,28,4,16,11,50,13,44,100.0,253.0,0.66,0.47,0.24,0.32,0.25,0.22,0.3,0.27,0.12,0.07,0.11,0.06,0.2,0.17
1629684,Grant Williams,2020-21,38,63,17,41,5,14,16,35,9,21,23,73,25,56,133.0,303.0,0.6,0.41,0.36,0.46,0.43,0.32,0.45,0.21,0.14,0.05,0.12,0.07,0.24,0.18
1629684,Grant Williams,2021-22,76,103,20,55,3,16,25,57,36,73,45,128,61,130,266.0,562.0,0.74,0.36,0.19,0.44,0.49,0.35,0.47,0.18,0.1,0.03,0.1,0.13,0.23,0.23
1629684,Grant Williams,2022-23,56,89,39,77,6,20,25,64,28,61,62,163,53,125,269.0,599.0,0.63,0.51,0.3,0.39,0.46,0.38,0.42,0.15,0.13,0.03,0.11,0.1,0.27,0.21
1629684,Grant Williams,2023-24,101,137,36,94,13,38,19,69,23,45,84,221,42,114,318.0,718.0,0.74,0.38,0.34,0.28,0.51,0.38,0.37,0.19,0.13,0.05,0.1,0.06,0.31,0.16
1629684,Grant Williams,2024-25,17,24,6,15,4,10,3,8,2,8,22,58,5,16,59.0,139.0,0.71,0.4,0.4,0.38,0.25,0.38,0.31,0.17,0.11,0.07,0.06,0.06,0.42,0.12
1629723,John Konchar,2019-20,16,22,2,3,1,2,0,3,0,1,5,6,0,4,24.0,41.0,0.73,0.67,0.5,0.0,0.0,0.83,0.0,0.54,0.07,0.05,0.07,0.02,0.15,0.1
1629723,John Konchar,2020-21,36,51,8,22,4,9,7,19,3,8,11,29,10,27,79.0,165.0,0.71,0.36,0.44,0.37,0.38,0.38,0.37,0.31,0.13,0.05,0.12,0.05,0.18,0.16
1629723,John Konchar,2021-22,66,91,13,28,4,19,16,37,10,21,26,66,26,58,161.0,320.0,0.73,0.46,0.21,0.43,0.48,0.39,0.45,0.28,0.09,0.06,0.12,0.07,0.21,0.18
1629723,John Konchar,2022-23,71,108,5,24,2,11,23,57,12,40,25,79,35,97,173.0,416.0,0.66,0.21,0.18,0.4,0.3,0.32,0.36,0.26,0.06,0.03,0.14,0.1,0.19,0.23
1629723,John Konchar,2023-24,47,78,3,9,0,1,11,41,6,19,21,60,17,60,105.0,268.0,0.6,0.33,0.0,0.27,0.32,0.35,0.28,0.29,0.03,0.0,0.15,0.07,0.22,0.22
1629723,John Konchar,2024-25,17,24,1,3,0,2,9,24,3,9,11,28,12,33,53.0,123.0,0.71,0.33,0.0,0.38,0.33,0.39,0.36,0.2,0.02,0.02,0.2,0.07,0.23,0.27
1629726,Garrison Mathews,2019-20,1,1,1,3,3,6,3,4,2,7,14,35,5,11,29.0,67.0,1.0,0.33,0.5,0.75,0.29,0.4,0.45,0.01,0.04,0.09,0.06,0.1,0.52,0.16
1629726,Garrison Mathews,2020-21,11,15,4,9,6,15,21,48,11,18,44,131,32,66,129.0,302.0,0.73,0.44,0.4,0.44,0.61,0.34,0.48,0.05,0.03,0.05,0.16,0.06,0.43,0.22
1629726,Garrison Mathews,2021-22,40,55,3,13,2,7,25,70,7,26,107,290,32,96,216.0,557.0,0.73,0.23,0.29,0.36,0.27,0.37,0.33,0.1,0.02,0.01,0.13,0.05,0.52,0.17
1629726,Garrison Mathews,2022-23,7,12,1,5,2,4,8,28,8,15,47,137,16,43,89.0,244.0,0.58,0.2,0.5,0.29,0.53,0.34,0.37,0.05,0.02,0.02,0.11,0.06,0.56,0.18
1629726,Garrison Mathews,2023-24,8,12,4,13,6,8,11,30,20,36,54,127,31,66,134.0,292.0,0.67,0.31,0.75,0.37,0.56,0.43,0.47,0.04,0.04,0.03,0.1,0.12,0.43,0.23
1629726,Garrison Mathews,2024-25,7,13,7,15,3,11,15,25,25,44,45,149,40,69,142.0,326.0,0.54,0.47,0.27,0.6,0.57,0.3,0.58,0.04,0.05,0.03,0.08,0.13,0.46,0.21
1629730,R. Tucker,2019-20,7,10,7,11,3,5,0,1,0,0,3,16,0,1,20.0,44.0,0.7,0.64,0.6,0.0,0.0,0.19,0.0,0.23,0.25,0.11,0.02,0.0,0.36,0.02
1629730,R. Tucker,2020-21,7,10,0,0,0,1,0,2,0,0,2,5,0,2,9.0,20.0,0.7,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.0,0.05,0.1,0.0,0.25,0.1
1629730,R. Tucker,2021-22,2,2,0,0,0,2,0,0,1,1,3,4,1,1,7.0,10.0,1.0,0.0,0.0,0.0,1.0,0.75,1.0,0.2,0.0,0.2,0.0,0.1,0.4,0.1
1629731,Dean Wade,2019-20,7,9,0,0,0,0,0,0,1,2,1,2,1,2,10.0,15.0,0.78,0.0,0.0,0.0,0.5,0.5,0.5,0.6,0.0,0.0,0.0,0.13,0.13,0.13
1629731,Dean Wade,2020-21,44,70,6,15,6,12,13,30,12,22,53,162,25,52,159.0,363.0,0.63,0.4,0.5,0.43,0.55,0.33,0.48,0.19,0.04,0.03,0.08,0.06,0.45,0.14
1629731,Dean Wade,2021-22,34,47,7,14,7,14,5,21,4,18,42,103,9,39,108.0,256.0,0.72,0.5,0.5,0.24,0.22,0.41,0.23,0.18,0.05,0.05,0.08,0.07,0.4,0.15
1629731,Dean Wade,2022-23,26,34,1,10,1,7,10,27,11,27,24,72,21,54,94.0,231.0,0.76,0.1,0.14,0.37,0.41,0.33,0.39,0.15,0.04,0.03,0.12,0.12,0.31,0.23
1629731,Dean Wade,2023-24,13,18,1,5,3,7,12,35,19,41,48,126,31,76,127.0,308.0,0.72,0.2,0.43,0.34,0.46,0.38,0.41,0.06,0.02,0.02,0.11,0.13,0.41,0.25
1629731,Dean Wade,2024-25,27,36,4,9,1,4,18,48,20,43,42,131,38,91,150.0,362.0,0.75,0.44,0.25,0.38,0.47,0.32,0.42,0.1,0.02,0.01,0.13,0.12,0.36,0.25
1629740,N. Melli,2019-20,38,54,17,37,12,26,6,26,9,25,54,153,15,51,151.0,372.0,0.7,0.46,0.46,0.23,0.36,0.35,0.29,0.15,0.1,0.07,0.07,0.07,0.41,0.14
1629740,N. Melli,2020-21,10,26,8,18,5,12,1,9,4,11,18,65,5,20,51.0,161.0,0.38,0.44,0.42,0.11,0.36,0.28,0.25,0.16,0.11,0.07,0.06,0.07,0.4,0.12
1629750,Javonte Green,2019-20,41,65,11,25,2,3,2,6,2,6,5,20,4,12,67.0,137.0,0.63,0.44,0.67,0.33,0.33,0.25,0.33,0.47,0.18,0.02,0.04,0.04,0.15,0.09
1629750,Javonte Green,2020-21,34,48,5,18,4,6,2,6,5,8,3,16,7,14,60.0,116.0,0.71,0.28,0.67,0.33,0.62,0.19,0.5,0.41,0.16,0.05,0.05,0.07,0.14,0.12
1629750,Javonte Green,2021-22,125,182,14,38,1,7,11,25,16,37,9,36,27,62,203.0,387.0,0.69,0.37,0.14,0.44,0.43,0.25,0.44,0.47,0.1,0.02,0.06,0.1,0.09,0.16
1629750,Javonte Green,2022-23,42,58,6,13,0,2,3,12,2,6,8,17,5,18,66.0,126.0,0.72,0.46,0.0,0.25,0.33,0.47,0.28,0.46,0.1,0.02,0.1,0.05,0.13,0.14
1629750,Javonte Green,2023-24,30,40,5,8,0,0,2,8,4,9,4,10,6,17,51.0,92.0,0.75,0.62,0.0,0.25,0.44,0.4,0.35,0.43,0.09,0.0,0.09,0.1,0.11,0.18
1629750,Javonte Green,2024-25,64,101,13,39,0,6,6,28,16,42,24,71,22,70,145.0,357.0,0.63,0.33,0.0,0.21,0.38,0.34,0.31,0.28,0.11,0.02,0.08,0.12,0.2,0.2
1630162,Anthony Edwards,2020-21,255,428,48,142,32,122,14,49,9,33,147,434,23,82,528.0,1290.0,0.6,0.34,0.26,0.29,0.27,0.34,0.28,0.33,0.11,0.09,0.04,0.03,0.34,0.06
1630162,Anthony Edwards,2021-22,256,408,42,132,37,105,12,35,9,24,193,539,21,59,570.0,1302.0,0.63,0.32,0.35,0.34,0.38,0.36,0.36,0.31,0.1,0.08,0.03,0.02,0.41,0.05
1630162,Anthony Edwards,2022-23,329,515,80,217,85,231,16,35,10,25,187,515,26,60,733.0,1598.0,0.64,0.37,0.37,0.46,0.4,0.36,0.43,0.32,0.14,0.14,0.02,0.02,0.32,0.04
1630162,Anthony Edwards,2023-24,292,423,131,304,105,299,12,32,6,20,172,475,18,52,736.0,1605.0,0.69,0.43,0.35,0.38,0.3,0.36,0.35,0.26,0.19,0.19,0.02,0.01,0.3,0.03
1630162,Anthony Edwards,2024-25,230,363,92,228,79,210,26,61,17,39,277,701,43,100,764.0,1702.0,0.63,0.4,0.38,0.43,0.44,0.4,0.43,0.21,0.13,0.12,0.04,0.02,0.41,0.06
1630163,LaMelo Ball,2020-21,130,239,48,111,23,61,7,24,9,22,76,214,16,46,309.0,717.0,0.54,0.43,0.38,0.29,0.41,0.36,0.35,0.33,0.15,0.09,0.03,0.03,0.3,0.06
1630163,LaMelo Ball,2021-22,170,315,98,241,50,133,19,47,19,43,182,473,38,90,576.0,1342.0,0.54,0.41,0.38,0.4,0.44,0.38,0.42,0.23,0.18,0.1,0.04,0.03,0.35,0.07
1630163,LaMelo Ball,2022-23,81,150,38,115,33,73,14,33,6,22,124,326,20,55,316.0,774.0,0.54,0.33,0.45,0.42,0.27,0.38,0.36,0.19,0.15,0.09,0.04,0.03,0.42,0.07
1630163,LaMelo Ball,2023-24,65,116,44,92,4,18,9,22,7,10,54,165,16,32,199.0,455.0,0.56,0.48,0.22,0.41,0.7,0.33,0.5,0.25,0.2,0.04,0.05,0.02,0.36,0.07
1630163,LaMelo Ball,2024-25,96,179,98,211,33,85,7,23,9,27,163,471,16,50,422.0,1046.0,0.54,0.46,0.39,0.3,0.33,0.35,0.32,0.17,0.2,0.08,0.02,0.03,0.45,0.05
1630164,J. Wiseman,2020-21,126,167,26,83,27,81,0,2,1,1,11,34,1,3,192.0,371.0,0.75,0.31,0.33,0.0,1.0,0.32,0.33,0.45,0.22,0.22,0.01,0.0,0.09,0.01
1630164,J. Wiseman,2022-23,117,163,56,116,12,40,0,1,0,0,4,19,0,1,189.0,340.0,0.72,0.48,0.3,0.0,0.0,0.21,0.0,0.48,0.34,0.12,0.0,0.0,0.06,0.0
1630164,J. Wiseman,2023-24,137,178,42,103,8,22,0,0,0,0,0,1,0,0,187.0,304.0,0.77,0.41,0.36,0.0,0.0,0.0,0.0,0.59,0.34,0.07,0.0,0.0,0.0,0.0
1630164,J. Wiseman,2024-25,0,0,2,2,0,1,0,0,0,0,0,1,0,0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0
1630166,Deni Avdija,2020-21,45,68,25,57,7,19,7,27,7,23,39,117,14,50,144.0,361.0,0.66,0.44,0.37,0.26,0.3,0.33,0.28,0.19,0.16,0.05,0.07,0.06,0.32,0.14
1630166,Deni Avdija,2021-22,111,176,47,113,10,31,7,30,12,38,63,190,19,68,269.0,646.0,0.63,0.42,0.32,0.23,0.32,0.33,0.28,0.27,0.17,0.05,0.05,0.06,0.29,0.11
1630166,Deni Avdija,2022-23,146,217,34,110,4,20,9,28,12,33,48,170,21,61,274.0,639.0,0.67,0.31,0.2,0.32,0.36,0.28,0.34,0.34,0.17,0.03,0.04,0.05,0.27,0.1
1630166,Deni Avdija,2023-24,246,349,57,177,15,42,13,33,18,33,57,166,31,66,437.0,866.0,0.7,0.32,0.36,0.39,0.55,0.34,0.47,0.4,0.2,0.05,0.04,0.04,0.19,0.08
1630166,Deni Avdija,2024-25,213,327,52,145,12,30,10,31,11,37,104,273,21,68,423.0,911.0,0.65,0.36,0.4,0.32,0.3,0.38,0.31,0.36,0.16,0.03,0.03,0.04,0.3,0.07
1630167,Obi Toppin,2020-21,61,90,11,22,6,12,6,18,5,19,15,48,11,37,115.0,246.0,0.68,0.5,0.5,0.33,0.26,0.31,0.3,0.37,0.09,0.05,0.07,0.08,0.2,0.15
1630167,Obi Toppin,2021-22,185,257,11,34,4,16,22,61,7,22,22,82,29,83,280.0,555.0,0.72,0.32,0.25,0.36,0.32,0.27,0.35,0.46,0.06,0.03,0.11,0.04,0.15,0.15
1630167,Obi Toppin,2022-23,92,129,7,31,3,14,22,60,19,58,44,125,41,118,228.0,535.0,0.71,0.23,0.21,0.37,0.33,0.35,0.35,0.24,0.06,0.03,0.11,0.11,0.23,0.22
1630167,Obi Toppin,2023-24,203,260,23,54,4,12,31,72,12,32,59,146,43,104,375.0,680.0,0.78,0.43,0.33,0.43,0.38,0.4,0.41,0.38,0.08,0.02,0.11,0.05,0.21,0.15
1630167,Obi Toppin,2024-25,160,204,41,73,6,21,35,78,19,42,56,176,54,120,371.0,714.0,0.78,0.56,0.29,0.45,0.45,0.32,0.45,0.29,0.1,0.03,0.11,0.06,0.25,0.17
1630168,Onyeka Okongwu,2020-21,78,103,17,38,1,5,0,0,0,1,0,2,0,1,96.0,150.0,0.76,0.45,0.2,0.0,0.0,0.0,0.0,0.69,0.25,0.03,0.0,0.01,0.01,0.01
1630168,Onyeka Okongwu,2021-22,126,170,30,55,0,1,0,0,0,0,0,0,0,0,156.0,226.0,0.74,0.55,0.0,0.0,0.0,0.0,0.0,0.75,0.24,0.0,0.0,0.0,0.0,0.0
1630168,Onyeka Okongwu,2022-23,247,338,39,90,27,56,0,4,4,7,0,1,4,11,321.0,507.0,0.73,0.43,0.48,0.0,0.57,0.0,0.36,0.67,0.18,0.11,0.01,0.01,0.0,0.02
1630168,Onyeka Okongwu,2023-24,168,227,30,66,2,3,6,19,16,32,1,17,22,51,245.0,415.0,0.74,0.45,0.67,0.32,0.5,0.06,0.43,0.55,0.16,0.01,0.05,0.08,0.04,0.12
1630168,Onyeka Okongwu,2024-25,263,375,74,156,3,5,7,15,21,66,20,66,28,81,416.0,764.0,0.7,0.47,0.6,0.47,0.32,0.3,0.35,0.49,0.2,0.01,0.02,0.09,0.09,0.11
1630169,Tyrese Haliburton,2020-21,64,95,65,135,42,94,20,44,18,42,83,203,38,86,330.0,699.0,0.67,0.48,0.45,0.45,0.43,0.41,0.44,0.14,0.19,0.13,0.06,0.06,0.29,0.12
1630169,Tyrese Haliburton,2021-22,96,149,93,204,80,167,12,30,13,26,136,324,25,56,455.0,956.0,0.64,0.46,0.48,0.4,0.5,0.42,0.45,0.16,0.21,0.17,0.03,0.03,0.34,0.06
1630169,Tyrese Haliburton,2022-23,149,223,62,136,40,80,6,15,13,26,141,355,19,41,430.0,876.0,0.67,0.46,0.5,0.4,0.5,0.4,0.46,0.25,0.16,0.09,0.02,0.03,0.41,0.05
1630169,Tyrese Haliburton,2023-24,140,205,84,160,81,148,4,14,11,33,180,484,15,47,515.0,1091.0,0.68,0.52,0.55,0.29,0.33,0.37,0.32,0.19,0.15,0.14,0.01,0.03,0.44,0.04
1630169,Tyrese Haliburton,2024-25,94,131,89,158,75,155,9,17,10,27,199,509,19,44,495.0,1041.0,0.72,0.56,0.48,0.53,0.37,0.39,0.43,0.13,0.15,0.15,0.02,0.03,0.49,0.04
1630170,Devin Vassell,2020-21,27,41,21,44,23,68,13,36,13,30,26,84,26,66,149.0,369.0,0.66,0.48,0.34,0.36,0.43,0.31,0.39,0.11,0.12,0.18,0.1,0.08,0.23,0.18
1630170,Devin Vassell,2021-22,74,113,52,125,63,146,10,59,36,70,91,250,46,129,372.0,892.0,0.65,0.42,0.43,0.17,0.51,0.36,0.36,0.13,0.14,0.16,0.07,0.08,0.28,0.14
1630170,Devin Vassell,2022-23,59,96,26,75,73,158,9,22,13,24,81,217,22,46,283.0,638.0,0.61,0.35,0.46,0.41,0.54,0.37,0.48,0.15,0.12,0.25,0.03,0.04,0.34,0.07
1630170,Devin Vassell,2023-24,142,199,86,163,104,248,21,49,23,41,122,354,44,90,542.0,1144.0,0.71,0.53,0.42,0.43,0.56,0.34,0.49,0.17,0.14,0.22,0.04,0.04,0.31,0.08
1630170,Devin Vassell,2024-25,93,150,56,118,87,191,24,60,22,46,112,323,46,106,440.0,994.0,0.62,0.47,0.46,0.4,0.48,0.35,0.43,0.15,0.12,0.19,0.06,0.05,0.32,0.11
1630171,Isaac Okoro,2020-21,143,245,27,77,3,23,11,39,20,48,31,127,31,87,266.0,646.0,0.58,0.35,0.13,0.28,0.42,0.24,0.36,0.38,0.12,0.04,0.06,0.07,0.2,0.13
1630171,Isaac Okoro,2021-22,142,227,7,37,3,11,14,40,29,80,12,36,43,120,250.0,551.0,0.63,0.19,0.27,0.35,0.36,0.33,0.36,0.41,0.07,0.02,0.07,0.15,0.07,0.22
1630171,Isaac Okoro,2022-23,96,145,16,35,1,3,18,52,38,99,6,20,56,151,231.0,505.0,0.66,0.46,0.33,0.35,0.38,0.3,0.37,0.29,0.07,0.01,0.1,0.2,0.04,0.3
1630171,Isaac Okoro,2023-24,126,204,22,58,3,3,21,51,34,89,29,74,55,140,290.0,619.0,0.62,0.38,1.0,0.41,0.38,0.39,0.39,0.33,0.09,0.0,0.08,0.14,0.12,0.23
1630171,Isaac Okoro,2024-25,63,99,5,14,0,3,21,45,15,48,20,58,36,93,160.0,360.0,0.64,0.36,0.0,0.47,0.31,0.34,0.39,0.28,0.04,0.01,0.12,0.13,0.16,0.26
1630172,Patrick Williams,2020-21,113,175,40,100,48,115,11,28,14,30,28,79,25,58,279.0,585.0,0.65,0.4,0.42,0.39,0.47,0.35,0.43,0.3,0.17,0.2,0.05,0.05,0.14,0.1
1630172,Patrick Williams,2021-22,20,29,8,18,11,26,2,6,4,6,9,17,6,12,60.0,114.0,0.69,0.44,0.42,0.33,0.67,0.53,0.5,0.25,0.16,0.23,0.05,0.05,0.15,0.11
1630172,Patrick Williams,2022-23,121,196,24,76,54,128,30,55,22,57,63,165,52,112,366.0,789.0,0.62,0.32,0.42,0.55,0.39,0.38,0.46,0.25,0.1,0.16,0.07,0.07,0.21,0.14
1630172,Patrick Williams,2023-24,57,103,18,53,25,55,8,21,13,27,38,100,21,48,180.0,407.0,0.55,0.34,0.45,0.38,0.48,0.38,0.44,0.25,0.13,0.14,0.05,0.07,0.25,0.12
1630172,Patrick Williams,2024-25,61,122,35,79,13,43,12,28,11,33,73,211,23,61,228.0,577.0,0.5,0.44,0.3,0.43,0.33,0.35,0.38,0.21,0.14,0.07,0.05,0.06,0.37,0.11
1630173,Precious Achiuwa,2020-21,113,182,10,34,1,11,0,0,0,0,0,1,0,0,124.0,228.0,0.62,0.29,0.09,0.0,0.0,0.0,0.0,0.8,0.15,0.05,0.0,0.0,0.0,0.0
1630173,Precious Achiuwa,2021-22,141,239,53,148,15,61,10,40,11,27,35,88,21,67,286.0,670.0,0.59,0.36,0.25,0.25,0.41,0.4,0.31,0.36,0.22,0.09,0.06,0.04,0.13,0.1
1630173,Precious Achiuwa,2022-23,128,180,34,91,5,25,8,31,4,17,17,59,12,48,208.0,451.0,0.71,0.37,0.2,0.26,0.24,0.29,0.25,0.4,0.2,0.06,0.07,0.04,0.13,0.11
1630173,Precious Achiuwa,2023-24,179,271,27,84,3,17,7,30,7,16,12,51,14,46,249.0,515.0,0.66,0.32,0.18,0.23,0.44,0.24,0.3,0.53,0.16,0.03,0.06,0.03,0.1,0.09
1630173,Precious Achiuwa,2024-25,119,192,29,86,6,13,7,22,1,6,2,8,8,28,172.0,355.0,0.62,0.34,0.46,0.32,0.17,0.25,0.29,0.54,0.24,0.04,0.06,0.02,0.02,0.08
1630174,Aaron Nesmith,2020-21,25,39,8,21,5,10,8,28,8,16,24,64,16,44,94.0,222.0,0.64,0.38,0.5,0.29,0.5,0.38,0.36,0.18,0.09,0.05,0.13,0.07,0.29,0.2
1630174,Aaron Nesmith,2021-22,26,34,7,17,8,16,5,25,4,19,22,71,9,44,81.0,226.0,0.76,0.41,0.5,0.2,0.21,0.31,0.2,0.15,0.08,0.07,0.11,0.08,0.31,0.19
1630174,Aaron Nesmith,2022-23,98,168,21,64,18,44,21,61,33,83,61,170,54,144,306.0,734.0,0.58,0.33,0.41,0.34,0.4,0.36,0.38,0.23,0.09,0.06,0.08,0.11,0.23,0.2
1630174,Aaron Nesmith,2023-24,121,186,38,86,16,30,25,60,38,86,77,187,63,146,378.0,781.0,0.65,0.44,0.53,0.42,0.44,0.41,0.43,0.24,0.11,0.04,0.08,0.11,0.24,0.19
1630174,Aaron Nesmith,2024-25,68,100,25,51,15,33,16,36,23,42,45,117,39,78,231.0,457.0,0.68,0.49,0.45,0.44,0.55,0.38,0.5,0.22,0.11,0.07,0.08,0.09,0.26,0.17
1630175,Cole Anthony,2020-21,74,141,46,150,41,89,3,10,3,8,52,154,6,18,225.0,570.0,0.52,0.31,0.46,0.3,0.38,0.34,0.33,0.25,0.26,0.16,0.02,0.01,0.27,0.03
1630175,Cole Anthony,2021-22,99,180,79,195,48,149,12,28,0,7,119,351,12,35,369.0,945.0,0.55,0.41,0.32,0.43,0.0,0.34,0.34,0.19,0.21,0.16,0.03,0.01,0.37,0.04
1630175,Cole Anthony,2022-23,67,114,81,165,54,125,6,14,1,5,68,187,7,19,284.0,629.0,0.59,0.49,0.43,0.43,0.2,0.36,0.37,0.18,0.26,0.2,0.02,0.01,0.3,0.03
